UniqueID,ParcelID,LandUse,PropertyAddress,SaleDate,SalePrice,LegalReference,SoldAsVacant,OwnerName,OwnerAddress,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,PropertySplitAddress,PropertyAddressSplitCity,OwnerSplitAddress,OwnerAddressSplitCity,OwnerAddressSplitState
8007,"034 07 0A 134.00","RESIDENTIAL CONDO","151  HARBOR VILLAGE DR, MADISON",13-09-30,138500,20131001-0102895,No,,,0,,0,0,0,0,0,0,0,"151  HARBOR VILLAGE DR"," MADISON",,,
36537,"034 07 0A 136.00","RESIDENTIAL CONDO","147  HARBOR VILLAGE DR, MADISON",15-08-14,205000,20150824-0085084,No,,,0,,0,0,0,0,0,0,0,"147  HARBOR VILLAGE DR"," MADISON",,,
13385,"034 07 0A 149.00","SINGLE FAMILY","1909  NANCY BETH LN, MADISON",14-03-10,229500,20140313-0021055,No,,,0,,0,0,0,0,0,0,0,"1909  NANCY BETH LN"," MADISON",,,
10787,"034 07 0A 150.00","SINGLE FAMILY","1913  NANCY BETH LN, MADISON",13-12-27,230000,20131231-0131288,No,,,0,,0,0,0,0,0,0,0,"1913  NANCY BETH LN"," MADISON",,,
50620,"034 07 0A 150.00","SINGLE FAMILY","1913 NANCY BETH  LN, MADISON",16-06-01,272500,20160607-0057283,No,,,0,,0,0,0,0,0,0,0,"1913 NANCY BETH  LN"," MADISON",,,
16950,"034 07 0A 151.00","SINGLE FAMILY","1917  NANCY BETH LN, MADISON",14-06-19,222000,20140620-0054193,No,,,0,,0,0,0,0,0,0,0,"1917  NANCY BETH LN"," MADISON",,,
41959,"034 07 0A 155.00","SINGLE FAMILY","1933  NANCY BETH LN, MADISON",15-12-10,280000,20151214-0125115,No,,,0,,0,0,0,0,0,0,0,"1933  NANCY BETH LN"," MADISON",,,
48764,"034 07 0A 157.00","SINGLE FAMILY","1941 NANCY BETH  LN, MADISON",16-05-11,236700,20160519-0050130,No,,,0,,0,0,0,0,0,0,0,"1941 NANCY BETH  LN"," MADISON",,,
16951,"034 07 0A 162.00","SINGLE FAMILY","2030  SPRING BRANCH DR, MADISON",14-06-23,203500,20140710-0060975,No,,,0,,0,0,0,0,0,0,0,"2030  SPRING BRANCH DR"," MADISON",,,
29504,"034 07 0A 169.00","SINGLE FAMILY","1912  NANCY BETH LN, MADISON",15-04-21,210000,20150422-0036023,No,,,0,,0,0,0,0,0,0,0,"1912  NANCY BETH LN"," MADISON",,,
43112,"034 07 0B 001.00","VACANT RESIDENTIAL LAND","2580  VAL MARIE DR, MADISON",16-01-15,40000,20160125-0006881,Yes,,,0,,0,0,0,0,0,0,0,"2580  VAL MARIE DR"," MADISON",,,
50621,"034 07 0B 001.00","SINGLE FAMILY","2580 VAL MARIE  DR, MADISON",16-06-24,234900,20160628-0065706,No,,,0,,0,0,0,0,0,0,0,"2580 VAL MARIE  DR"," MADISON",,,
25056,"034 07 0B 001.00","VACANT RESIDENTIAL LAND","2580  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2580  VAL MARIE DR"," MADISON",,,
25057,"034 07 0B 003.00","VACANT RESIDENTIAL LAND","2572  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2572  VAL MARIE DR"," MADISON",,,
43113,"034 07 0B 004.00","VACANT RESIDENTIAL LAND","2568  VAL MARIE DR, MADISON",16-01-05,40000,20160112-0003146,Yes,,,0,,0,0,0,0,0,0,0,"2568  VAL MARIE DR"," MADISON",,,
48765,"034 07 0B 004.00","SINGLE FAMILY","2568 VAL MARIE  DR, MADISON",16-05-12,239990,20160513-0047784,No,,,0,,0,0,0,0,0,0,0,"2568 VAL MARIE  DR"," MADISON",,,
25058,"034 07 0B 004.00","VACANT RESIDENTIAL LAND","2568  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2568  VAL MARIE DR"," MADISON",,,
43114,"034 07 0B 005.00","VACANT RESIDENTIAL LAND","2564  VAL MARIE DR, MADISON",16-01-05,40000,20160112-0003155,Yes,,,0,,0,0,0,0,0,0,0,"2564  VAL MARIE DR"," MADISON",,,
48766,"034 07 0B 005.00","SINGLE FAMILY","2564 VAL MARIE  DR, MADISON",16-05-06,221283,20160511-0046780,No,,,0,,0,0,0,0,0,0,0,"2564 VAL MARIE  DR"," MADISON",,,
25059,"034 07 0B 005.00","VACANT RESIDENTIAL LAND","2564  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2564  VAL MARIE DR"," MADISON",,,
45327,"034 07 0B 006.00","VACANT RESIDENTIAL LAND","2560  VAL MARIE DR, MADISON",16-03-02,40000,20160304-0020909,Yes,,,0,,0,0,0,0,0,0,0,"2560  VAL MARIE DR"," MADISON",,,
52001,"034 07 0B 006.00","SINGLE FAMILY","2560 VAL MARIE  DR, MADISON",16-07-15,215471,20160718-0073343,No,,,0,,0,0,0,0,0,0,0,"2560 VAL MARIE  DR"," MADISON",,,
25060,"034 07 0B 006.00","VACANT RESIDENTIAL LAND","2560  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2560  VAL MARIE DR"," MADISON",,,
43115,"034 07 0B 007.00","VACANT RESIDENTIAL LAND","2556  VAL MARIE DR, MADISON",16-01-15,40000,20160125-0006878,Yes,,,0,,0,0,0,0,0,0,0,"2556  VAL MARIE DR"," MADISON",,,
50622,"034 07 0B 007.00","SINGLE FAMILY","2556 VAL MARIE  DR, MADISON",16-06-01,212720,20160603-0056069,No,,,0,,0,0,0,0,0,0,0,"2556 VAL MARIE  DR"," MADISON",,,
25061,"034 07 0B 007.00","VACANT RESIDENTIAL LAND","2556  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2556  VAL MARIE DR"," MADISON",,,
25062,"034 07 0B 008.00","VACANT RESIDENTIAL LAND","2552  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2552  VAL MARIE DR"," MADISON",,,
48767,"034 07 0B 009.00","SINGLE FAMILY","2548 VAL MARIE  DR, MADISON",16-05-13,40000,20160517-0049096,Yes,,,0,,0,0,0,0,0,0,0,"2548 VAL MARIE  DR"," MADISON",,,
54630,"034 07 0B 009.00","SINGLE FAMILY","2548 VAL MARIE  DR, MADISON",16-09-30,245846,20161007-0106508,No,,,0,,0,0,0,0,0,0,0,"2548 VAL MARIE  DR"," MADISON",,,
25063,"034 07 0B 009.00","VACANT RESIDENTIAL LAND","2548  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2548  VAL MARIE DR"," MADISON",,,
36538,"034 07 0B 010.00","SINGLE FAMILY","2544  VAL MARIE DR, MADISON",15-08-04,160000,20150806-0078556,Yes,,,0,,0,0,0,0,0,0,0,"2544  VAL MARIE DR"," MADISON",,,
43116,"034 07 0B 010.00","SINGLE FAMILY","2544  VAL MARIE DR, MADISON",16-01-28,215296,20160129-0008795,No,,,0,,0,0,0,0,0,0,0,"2544  VAL MARIE DR"," MADISON",,,
25064,"034 07 0B 010.00","VACANT RESIDENTIAL LAND","2544  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2544  VAL MARIE DR"," MADISON",,,
36539,"034 07 0B 011.00","SINGLE FAMILY","2540  VAL MARIE DR, MADISON",15-08-04,160000,20150806-0078556,Yes,,,0,,0,0,0,0,0,0,0,"2540  VAL MARIE DR"," MADISON",,,
45328,"034 07 0B 011.00","SINGLE FAMILY","2540  VAL MARIE DR, MADISON",16-03-21,216500,20160324-0027781,No,,,0,,0,0,0,0,0,0,0,"2540  VAL MARIE DR"," MADISON",,,
25065,"034 07 0B 011.00","VACANT RESIDENTIAL LAND","2540  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2540  VAL MARIE DR"," MADISON",,,
36540,"034 07 0B 012.00","SINGLE FAMILY","2536  VAL MARIE DR, MADISON",15-08-04,160000,20150806-0078556,Yes,,,0,,0,0,0,0,0,0,0,"2536  VAL MARIE DR"," MADISON",,,
41960,"034 07 0B 012.00","SINGLE FAMILY","2536  VAL MARIE DR, MADISON",15-12-22,232845,20151228-0129647,No,,,0,,0,0,0,0,0,0,0,"2536  VAL MARIE DR"," MADISON",,,
25066,"034 07 0B 012.00","VACANT RESIDENTIAL LAND","2536  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2536  VAL MARIE DR"," MADISON",,,
25067,"034 07 0B 013.00","VACANT RESIDENTIAL LAND","2532  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2532  VAL MARIE DR"," MADISON",,,
25068,"034 07 0B 014.00","VACANT RESIDENTIAL LAND","2528  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2528  VAL MARIE DR"," MADISON",,,
45329,"034 07 0B 015.00","VACANT RESIDENTIAL LAND","2524  VAL MARIE DR, MADISON",16-03-02,40000,20160304-0020905,Yes,,,0,,0,0,0,0,0,0,0,"2524  VAL MARIE DR"," MADISON",,,
46919,"034 07 0B 015.00","VACANT RESIDENTIAL LAND","2524  VAL MARIE DR, MADISON",16-04-27,40000,20160304-0020905,Yes,,,0,,0,0,0,0,0,0,0,"2524  VAL MARIE DR"," MADISON",,,
50623,"034 07 0B 015.00","SINGLE FAMILY","2524 VAL MARIE  DR, MADISON",16-06-30,251990,20160701-0067352,No,,,0,,0,0,0,0,0,0,0,"2524 VAL MARIE  DR"," MADISON",,,
25069,"034 07 0B 015.00","VACANT RESIDENTIAL LAND","2524  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2524  VAL MARIE DR"," MADISON",,,
45330,"034 07 0B 016.00","VACANT RESIDENTIAL LAND","2520  VAL MARIE DR, MADISON",16-03-28,40000,20160330-0029863,Yes,,,0,,0,0,0,0,0,0,0,"2520  VAL MARIE DR"," MADISON",,,
53161,"034 07 0B 016.00","SINGLE FAMILY","2520 VAL MARIE  DR, MADISON",16-08-25,259990,20160829-0090185,No,,,0,,0,0,0,0,0,0,0,"2520 VAL MARIE  DR"," MADISON",,,
25070,"034 07 0B 016.00","VACANT RESIDENTIAL LAND","2520  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2520  VAL MARIE DR"," MADISON",,,
46920,"034 07 0B 017.00","VACANT RESIDENTIAL LAND","2516  VAL MARIE DR, MADISON",16-04-25,40000,20160428-0041490,Yes,,,0,,0,0,0,0,0,0,0,"2516  VAL MARIE DR"," MADISON",,,
53162,"034 07 0B 017.00","SINGLE FAMILY","2516 VAL MARIE  DR, MADISON",16-08-29,246481,20160829-0090337,No,,,0,,0,0,0,0,0,0,0,"2516 VAL MARIE  DR"," MADISON",,,
25071,"034 07 0B 017.00","VACANT RESIDENTIAL LAND","2516  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2516  VAL MARIE DR"," MADISON",,,
46921,"034 07 0B 018.00","VACANT RESIDENTIAL LAND","2512  VAL MARIE DR, MADISON",16-04-25,40000,20160428-0041492,Yes,,,0,,0,0,0,0,0,0,0,"2512  VAL MARIE DR"," MADISON",,,
25072,"034 07 0B 018.00","VACANT RESIDENTIAL LAND","2512  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2512  VAL MARIE DR"," MADISON",,,
46922,"034 07 0B 019.00","VACANT RESIDENTIAL LAND","2508  VAL MARIE DR, MADISON",16-04-25,40000,20160428-0041494,Yes,,,0,,0,0,0,0,0,0,0,"2508  VAL MARIE DR"," MADISON",,,
54631,"034 07 0B 019.00","SINGLE FAMILY","2508 VAL MARIE  DR, MADISON",16-09-23,268090,20160926-0101451,No,,,0,,0,0,0,0,0,0,0,"2508 VAL MARIE  DR"," MADISON",,,
25073,"034 07 0B 019.00","VACANT RESIDENTIAL LAND","2508  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2508  VAL MARIE DR"," MADISON",,,
46923,"034 07 0B 020.00","VACANT RESIDENTIAL LAND","2504  VAL MARIE DR, MADISON",16-04-25,40000,20160428-0041496,Yes,,,0,,0,0,0,0,0,0,0,"2504  VAL MARIE DR"," MADISON",,,
54632,"034 07 0B 020.00","SINGLE FAMILY","2504 VAL MARIE  DR, MADISON",16-09-01,243758,20160912-0095508,No,,,0,,0,0,0,0,0,0,0,"2504 VAL MARIE  DR"," MADISON",,,
25074,"034 07 0B 020.00","VACANT RESIDENTIAL LAND","2504  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2504  VAL MARIE DR"," MADISON",,,
25075,"034 07 0B 021.00","VACANT RESIDENTIAL LAND","2500  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2500  VAL MARIE DR"," MADISON",,,
45331,"034 07 0B 023.00","VACANT RESIDENTIAL LAND","2505  VAL MARIE DR, MADISON",16-03-02,40000,20160304-0020903,Yes,,,0,,0,0,0,0,0,0,0,"2505  VAL MARIE DR"," MADISON",,,
25076,"034 07 0B 023.00","VACANT RESIDENTIAL LAND","2505  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2505  VAL MARIE DR"," MADISON",,,
45332,"034 07 0B 024.00","VACANT RESIDENTIAL LAND","2509  VAL MARIE DR, MADISON",16-03-28,40000,20160330-0029861,Yes,,,0,,0,0,0,0,0,0,0,"2509  VAL MARIE DR"," MADISON",,,
25077,"034 07 0B 024.00","VACANT RESIDENTIAL LAND","2509  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2509  VAL MARIE DR"," MADISON",,,
46924,"034 07 0B 025.00","VACANT RESIDENTIAL LAND","2513  VAL MARIE DR, MADISON",16-04-25,40000,20160428-0041498,Yes,,,0,,0,0,0,0,0,0,0,"2513  VAL MARIE DR"," MADISON",,,
25078,"034 07 0B 025.00","VACANT RESIDENTIAL LAND","2513  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2513  VAL MARIE DR"," MADISON",,,
45333,"034 07 0B 027.00","VACANT RESIDENTIAL LAND","2521  VAL MARIE DR, MADISON",16-03-02,40000,20160304-0020899,Yes,,,0,,0,0,0,0,0,0,0,"2521  VAL MARIE DR"," MADISON",,,
52002,"034 07 0B 027.00","SINGLE FAMILY","2521 VAL MARIE  DR, MADISON",16-07-25,252473,20160726-0076901,No,,,0,,0,0,0,0,0,0,0,"2521 VAL MARIE  DR"," MADISON",,,
25079,"034 07 0B 027.00","VACANT RESIDENTIAL LAND","2521  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2521  VAL MARIE DR"," MADISON",,,
45334,"034 07 0B 028.00","VACANT RESIDENTIAL LAND","2525  VAL MARIE DR, MADISON",16-03-28,40000,20160330-0029857,Yes,,,0,,0,0,0,0,0,0,0,"2525  VAL MARIE DR"," MADISON",,,
52003,"034 07 0B 028.00","SINGLE FAMILY","2525 VAL MARIE  DR, MADISON",16-07-18,238864,20160720-0074641,No,,,0,,0,0,0,0,0,0,0,"2525 VAL MARIE  DR"," MADISON",,,
25080,"034 07 0B 028.00","VACANT RESIDENTIAL LAND","2525  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2525  VAL MARIE DR"," MADISON",,,
15571,"034 07 0B 029.00","SINGLE FAMILY","2529  VAL MARIE DR, MADISON",14-05-21,209900,20140530-0046670,No,,,0,,0,0,0,0,0,0,0,"2529  VAL MARIE DR"," MADISON",,,
29505,"034 07 0B 031.00","SINGLE FAMILY","2537  VAL MARIE DR, MADISON",15-04-30,189340,20150504-0040080,No,,,0,,0,0,0,0,0,0,0,"2537  VAL MARIE DR"," MADISON",,,
14452,"034 07 0B 032.00","SINGLE FAMILY","2541  VAL MARIE DR, MADISON",14-04-08,207000,20140417-0032332,No,,,0,,0,0,0,0,0,0,0,"2541  VAL MARIE DR"," MADISON",,,
36541,"034 07 0B 033.00","SINGLE FAMILY","2545  VAL MARIE DR, MADISON",15-08-04,160000,20150806-0078556,Yes,,,0,,0,0,0,0,0,0,0,"2545  VAL MARIE DR"," MADISON",,,
25081,"034 07 0B 033.00","VACANT RESIDENTIAL LAND","2545  VAL MARIE DR, MADISON",14-12-12,650000,20141217-0115099,Yes,,,0,,0,0,0,0,0,0,0,"2545  VAL MARIE DR"," MADISON",,,
33061,"034 07 0C 001.00","RESIDENTIAL CONDO","2549  VAL MARIE DR, MADISON",15-06-30,162750,20150701-0063773,No,,,0,,0,0,0,0,0,0,0,"2549  VAL MARIE DR"," MADISON",,,
48768,"034 07 0C 003.00","VACANT RESIDENTIAL LAND","2502 VAL MARIE  DR, MADISON",16-05-26,40000,20160531-0054568,Yes,,,0,,0,0,0,0,0,0,0,"2502 VAL MARIE  DR"," MADISON",,,
48769,"034 07 0C 004.00","VACANT RESIDENTIAL LAND","2500 VAL MARIE  DR, MADISON",16-05-26,40000,20160531-0054574,Yes,,,0,,0,0,0,0,0,0,0,"2500 VAL MARIE  DR"," MADISON",,,
53163,"034 07 0C 005.00","RESIDENTIAL CONDO","2545 VAL MARIE  DR, MADISON",16-08-15,242740,20160830-0090877,No,,,0,,0,0,0,0,0,0,0,"2545 VAL MARIE  DR"," MADISON",,,
44096,"034 07 0C 007.00","VACANT RESIDENTIAL LAND","2574  VAL MARIE DR, MADISON",16-02-05,40000,20160210-0012841,Yes,,,0,,0,0,0,0,0,0,0,"2574  VAL MARIE DR"," MADISON",,,
50624,"034 07 0C 007.00","SINGLE FAMILY","2574 VAL MARIE  DR, MADISON",16-06-20,258990,20160628-0065657,No,,,0,,0,0,0,0,0,0,0,"2574 VAL MARIE  DR"," MADISON",,,
44097,"034 07 0C 008.00","VACANT RESIDENTIAL LAND","2572  VAL MARIE DR, MADISON",16-02-05,40000,20160210-0012838,Yes,,,0,,0,0,0,0,0,0,0,"2572  VAL MARIE DR"," MADISON",,,
50625,"034 07 0C 008.00","SINGLE FAMILY","2572 VAL MARIE  DR, MADISON",16-06-24,234990,20160630-0066637,No,,,0,,0,0,0,0,0,0,0,"2572 VAL MARIE  DR"," MADISON",,,
44098,"034 07 0C 009.00","VACANT RESIDENTIAL LAND","2554  VAL MARIE DR, MADISON",16-02-05,40000,20160210-0012847,Yes,,,0,,0,0,0,0,0,0,0,"2554  VAL MARIE DR"," MADISON",,,
50626,"034 07 0C 009.00","SINGLE FAMILY","2554 VAL MARIE  DR, MADISON",16-06-02,237718,20160606-0056578,No,,,0,,0,0,0,0,0,0,0,"2554 VAL MARIE  DR"," MADISON",,,
48770,"034 07 0C 010.00","SINGLE FAMILY","2552 VAL MARIE  DR, MADISON",16-05-13,40000,20160517-0049073,Yes,,,0,,0,0,0,0,0,0,0,"2552 VAL MARIE  DR"," MADISON",,,
56071,"034 07 0C 010.00","SINGLE FAMILY","2552 VAL MARIE  DR, MADISON",16-10-31,249990,20161104-0117067,No,,,0,,0,0,0,0,0,0,0,"2552 VAL MARIE  DR"," MADISON",,,
48771,"034 07 0C 011.00","SINGLE FAMILY","2534 VAL MARIE  DR, MADISON",16-05-26,40000,20160531-0054548,Yes,,,0,,0,0,0,0,0,0,0,"2534 VAL MARIE  DR"," MADISON",,,
56072,"034 07 0C 011.00","SINGLE FAMILY","2534 VAL MARIE  DR, MADISON",16-10-27,237090,20161028-0113799,No,,,0,,0,0,0,0,0,0,0,"2534 VAL MARIE  DR"," MADISON",,,
48772,"034 07 0C 012.00","SINGLE FAMILY","2532 VAL MARIE  DR, MADISON",16-05-26,40000,20160531-0054554,Yes,,,0,,0,0,0,0,0,0,0,"2532 VAL MARIE  DR"," MADISON",,,
56073,"034 07 0C 012.00","SINGLE FAMILY","2532 VAL MARIE  DR, MADISON",16-10-21,239990,20161024-0112000,No,,,0,,0,0,0,0,0,0,0,"2532 VAL MARIE  DR"," MADISON",,,
48773,"034 07 0C 013.00","SINGLE FAMILY","2530 VAL MARIE  DR, MADISON",16-05-26,40000,20160531-0054558,Yes,,,0,,0,0,0,0,0,0,0,"2530 VAL MARIE  DR"," MADISON",,,
56074,"034 07 0C 013.00","SINGLE FAMILY","2530 VAL MARIE  DR, MADISON",16-10-25,251990,20161101-0115475,No,,,0,,0,0,0,0,0,0,0,"2530 VAL MARIE  DR"," MADISON",,,
48774,"034 07 0C 014.00","SINGLE FAMILY","2528 VAL MARIE  DR, MADISON",16-05-26,40000,20160531-0054566,Yes,,,0,,0,0,0,0,0,0,0,"2528 VAL MARIE  DR"," MADISON",,,
56075,"034 07 0C 014.00","SINGLE FAMILY","2528 VAL MARIE  DR, MADISON",16-10-21,245801,20161024-0111955,No,,,0,,0,0,0,0,0,0,0,"2528 VAL MARIE  DR"," MADISON",,,
53164,"034 09 0 003.00","SINGLE FAMILY","126 MARITA  AVE, GOODLETTSVILLE",16-08-17,200000,20160824-0088369,No,"ELKINS, DAVID & STEPHANIE & FRANKLIN D.","126  MARITA AVE, GOODLETTSVILLE, TN",0.29,"CITY OF GOODLETTSVILLE",22000,137900,159900,1965,3,2,0,"126 MARITA  AVE"," GOODLETTSVILLE","126  MARITA AVE",GOODLETTSVILLE,TN
31228,"034 09 0 012.00","SINGLE FAMILY","311  W MONTICELLO AVE, GOODLETTSVILLE",15-05-28,148900,20150529-0049832,No,"HUTSON, KENNETH D., JR. & KATY J.","311  W MONTICELLO AVE, GOODLETTSVILLE, TN",1.69,"CITY OF GOODLETTSVILLE",25000,101300,130600,1939,2,1,0,"311  W MONTICELLO AVE"," GOODLETTSVILLE","311  W MONTICELLO AVE",GOODLETTSVILLE,TN
50627,"034 09 0 021.00","SINGLE FAMILY","1515 MONTICELLO  AVE, MADISON",16-06-24,152800,20160628-0065804,No,"ELDER, BENJAMIN T.","1515  MONTICELLO AVE, MADISON, TN",0.96,"CITY OF GOODLETTSVILLE",23000,82900,114300,1956,3,1,1,"1515 MONTICELLO  AVE"," MADISON","1515  MONTICELLO AVE",MADISON,TN
18405,"034 09 0 045.00","SINGLE FAMILY","300  W MONTICELLO AVE, GOODLETTSVILLE",14-07-15,85900,20140723-0065348,No,"HARMON, MILTON & MARGARET","300  W MONTICELLO AVE, GOODLETTSVILLE, TN",0.56,"CITY OF GOODLETTSVILLE",22000,70500,92500,1969,3,1,0,"300  W MONTICELLO AVE"," GOODLETTSVILLE","300  W MONTICELLO AVE",GOODLETTSVILLE,TN
38115,"034 09 0 046.00","SINGLE FAMILY","103  MONTICELLO AVE, GOODLETTSVILLE",15-09-11,86000,20150915-0093498,No,"TRAVIS, APRIL MICHELLE & JOHN EDWARD","103  MONTICELLO AVE, GOODLETTSVILLE, TN",0.52,"CITY OF GOODLETTSVILLE",25300,92000,120300,1967,3,1,0,"103  MONTICELLO AVE"," GOODLETTSVILLE","103  MONTICELLO AVE",GOODLETTSVILLE,TN
50628,"034 09 0 046.00","SINGLE FAMILY","103 MONTICELLO  AVE, GOODLETTSVILLE",16-06-06,152000,20160613-0059370,No,"TRAVIS, APRIL MICHELLE & JOHN EDWARD","103  MONTICELLO AVE, GOODLETTSVILLE, TN",0.52,"CITY OF GOODLETTSVILLE",25300,92000,120300,1967,3,1,0,"103 MONTICELLO  AVE"," GOODLETTSVILLE","103  MONTICELLO AVE",GOODLETTSVILLE,TN
39466,"034 09 0 050.00","SINGLE FAMILY","307  MELISSA DR, GOODLETTSVILLE",15-10-14,130000,20151021-0106999,No,"VAZQUEZ, ADAN MARTINEZ & MARTINEZ, BLANCA VAZQUEZ","307  MELISSA DR, GOODLETTSVILLE, TN",0.4,"CITY OF GOODLETTSVILLE",22000,101000,123800,1965,3,1,0,"307  MELISSA DR"," GOODLETTSVILLE","307  MELISSA DR",GOODLETTSVILLE,TN
21331,"034 09 0 057.00","SINGLE FAMILY","316  MELISSA DR, GOODLETTSVILLE",14-09-10,110000,20140925-0088380,No,"HUNLEY, JAMES E.","316  MELISSA DR, GOODLETTSVILLE, TN",0.29,"CITY OF GOODLETTSVILLE",22000,72500,94500,1962,2,1,0,"316  MELISSA DR"," GOODLETTSVILLE","316  MELISSA DR",GOODLETTSVILLE,TN
11712,"034 09 0 064.00","SINGLE FAMILY","205  MONTICELLO AVE, GOODLETTSVILLE",14-01-31,105500,20140207-0011096,No,"STEELE, DENNIS W.","205  MONTICELLO AVE, GOODLETTSVILLE, TN",0.28,"CITY OF GOODLETTSVILLE",22000,84600,106600,1963,3,1,1,"205  MONTICELLO AVE"," GOODLETTSVILLE","205  MONTICELLO AVE",GOODLETTSVILLE,TN
43117,"034 09 0 069.00","SINGLE FAMILY","456  JANETTE AVE, GOODLETTSVILLE",16-01-14,120000,20160120-0005876,No,"MELSON, CLAUDIE J.","456  JANETTE AVE, GOODLETTSVILLE, TN",0.32,"CITY OF GOODLETTSVILLE",22000,86000,108000,1966,3,1,1,"456  JANETTE AVE"," GOODLETTSVILLE","456  JANETTE AVE",GOODLETTSVILLE,TN
10788,"034 09 0 070.00","SINGLE FAMILY","454  JANETTE AVE, GOODLETTSVILLE",13-12-06,130500,20131231-0131193,No,"WHITE, RANDALL P. & KAREN R.","454  JANETTE AVE, GOODLETTSVILLE, TN",0.26,"CITY OF GOODLETTSVILLE",22000,119800,141800,1963,4,2,0,"454  JANETTE AVE"," GOODLETTSVILLE","454  JANETTE AVE",GOODLETTSVILLE,TN
18406,"034 09 0 140.00","SINGLE FAMILY","206  W MONTICELLO AVE, MADISON",14-07-17,122000,20140722-0064988,No,"BOSHERS, EDDIE R. & BARBARA C.","206  W MONTICELLO AVE, MADISON, TN",0.3,"CITY OF GOODLETTSVILLE",22000,83600,105600,1963,3,1,1,"206  W MONTICELLO AVE"," MADISON","206  W MONTICELLO AVE",MADISON,TN
11713,"034 09 0 142.00","SINGLE FAMILY","102  MONTICELLO AVE, GOODLETTSVILLE",14-01-17,87500,20140127-0007148,No,"CALCOTTE, CARLTON","102  MONTICELLO AVE, GOODLETTSVILLE, TN",0.36,"CITY OF GOODLETTSVILLE",22000,68900,90900,1963,3,1,0,"102  MONTICELLO AVE"," GOODLETTSVILLE","102  MONTICELLO AVE",GOODLETTSVILLE,TN
14453,"034 09 0 149.00","SINGLE FAMILY","401  MELISSA CT, GOODLETTSVILLE",14-04-10,83000,20140411-0030480,No,"KEITH, LEAH","401  MELISSA CT, GOODLETTSVILLE, TN",0.43,"CITY OF GOODLETTSVILLE",22000,101400,123400,2001,3,2,0,"401  MELISSA CT"," GOODLETTSVILLE","401  MELISSA CT",GOODLETTSVILLE,TN
53165,"034 09 0 149.00","SINGLE FAMILY","401 MELISSA  CT, GOODLETTSVILLE",16-08-12,155000,20160815-0084700,No,"KEITH, LEAH","401  MELISSA CT, GOODLETTSVILLE, TN",0.43,"CITY OF GOODLETTSVILLE",22000,101400,123400,2001,3,2,0,"401 MELISSA  CT"," GOODLETTSVILLE","401  MELISSA CT",GOODLETTSVILLE,TN
